"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TMAX","TMIN","WDMV","WSF2","WSF5"
"USW00014933","41.5338","-93.653","291.7","2019-08-26","0.01","76","63",,"15.0","19.9"
"USW00014933","41.5338","-93.653","291.7","2019-08-27","0.00","79","58",,"25.1","34.0"
"USW00014933","41.5338","-93.653","291.7","2019-08-28","0.00","80","54",,"23.0","30.0"
"USW00014933","41.5338","-93.653","291.7","2019-08-29","0.49","88","64",,"19.9","28.0"
"USW00014933","41.5338","-93.653","291.7","2019-08-30","0.00","76","63",,"17.0","23.0"
"USW00014933","41.5338","-93.653","291.7","2019-08-31","0.01","67","59",,"12.1","21.9"
"USW00014933","41.5338","-93.653","291.7","2019-09-01","0.00","79","59",,"12.1","15.0"
"USW00014933","41.5338","-93.653","291.7","2019-09-02","0.00","83","65",,"19.9","27.1"
"USW00014933","41.5338","-93.653","291.7","2019-09-03","0.00","87","63",,"19.9","25.1"
"USW00014933","41.5338","-93.653","291.7","2019-09-04","0.00","76","55",,"13.0","16.1"
"USW00014933","41.5338","-93.653","291.7","2019-09-05","0.00","85","58",,"21.9","32.0"
"USW00014933","41.5338","-93.653","291.7","2019-09-06","0.00","82","63",,"18.1","27.1"
"USW00014933","41.5338","-93.653","291.7","2019-09-07","0.09","80","60",,"13.0","21.9"
"USW00014933","41.5338","-93.653","291.7","2019-09-08","0.08","70","63",,"23.0","32.0"
"USW00014933","41.5338","-93.653","291.7","2019-09-09","0.44","88","65",,"21.9","28.0"
"USW00014933","41.5338","-93.653","291.7","2019-09-10","2.29","84","64",,"32.0","45.0"
"USW00014933","41.5338","-93.653","291.7","2019-09-11","0.06","87","72",,"19.9","25.9"
"USW00014933","41.5338","-93.653","291.7","2019-09-12","0.09","87","65",,"23.9","34.0"
"USW00014933","41.5338","-93.653","291.7","2019-09-13","0.00","74","58",,"25.1","35.1"
"USW00014933","41.5338","-93.653","291.7","2019-09-14","0.05","80","57",,"19.9","27.1"
"USW00014933","41.5338","-93.653","291.7","2019-09-15","0.00","89","71",,"13.0","21.0"
"USW00014933","41.5338","-93.653","291.7","2019-09-16","0.00","89","70",,"12.1","18.1"
"USW00014933","41.5338","-93.653","291.7","2019-09-17","0.00","90","70",,"17.0","23.0"
"USW00014933","41.5338","-93.653","291.7","2019-09-18","0.00","90","72",,"16.1","21.0"
"USW00014933","41.5338","-93.653","291.7","2019-09-19","0.09","81","68",,"23.0","30.0"
"USW00014933","41.5338","-93.653","291.7","2019-09-20","0.00","89","69",,"23.0","30.0"
"USW00014933","41.5338","-93.653","291.7","2019-09-21","0.36","75","65",,"36.9","55.0"
"USW00014933","41.5338","-93.653","291.7","2019-09-22","0.91","70","56",,"21.9","33.1"
"USW00014933","41.5338","-93.653","291.7","2019-09-23","0.00","79","54",,"14.1","19.9"
"USW00014933","41.5338","-93.653","291.7","2019-09-24","0.04","85","59",,"23.9","38.9"
"USW00014933","41.5338","-93.653","291.7","2019-09-25","0.00","75","58",,"19.9","27.1"
"USW00014933","41.5338","-93.653","291.7","2019-09-26","0.00","72","49",,"15.0","21.9"
"USW00014933","41.5338","-93.653","291.7","2019-09-27","0.02","74","58",,"21.9","29.1"
"USW00014933","41.5338","-93.653","291.7","2019-09-28","0.07","73","52",,"19.9","30.0"
"USW00014933","41.5338","-93.653","291.7","2019-09-29","0.31","72","57",,"23.9","34.0"
"USW00014933","41.5338","-93.653","291.7","2019-09-30","0.00","87","69",,"30.0","42.1"
"USW00014933","41.5338","-93.653","291.7","2019-10-01","3.59","83","65",,"25.9","36.0"
"USW00014933","41.5338","-93.653","291.7","2019-10-02","0.49","65","53",,"19.9","27.1"
"USW00014933","41.5338","-93.653","291.7","2019-10-03","0.00","57","45",,"23.0","30.0"
"USW00014933","41.5338","-93.653","291.7","2019-10-04","0.00","59","41",,"15.0","21.9"
"USW00014933","41.5338","-93.653","291.7","2019-10-05","0.79","70","47",,"23.0","32.0"
"USW00014933","41.5338","-93.653","291.7","2019-10-06","0.00","62","44",,"14.1","18.1"
"USW00014933","41.5338","-93.653","291.7","2019-10-07","0.00","71","43",,"14.1","18.1"
"USW00014933","41.5338","-93.653","291.7","2019-10-08","0.00","70","45",,"25.1","36.9"
"USW00014933","41.5338","-93.653","291.7","2019-10-09","0.22","65","50",,"21.9","30.0"
"USW00014933","41.5338","-93.653","291.7","2019-10-10","0.94","65","40",,"25.9","36.0"
"USW00014933","41.5338","-93.653","291.7","2019-10-11","0.01","40","31",,"29.1","38.9"
"USW00014933","41.5338","-93.653","291.7","2019-10-12","0.00","57","29",,"32.0","42.1"
"USW00014933","41.5338","-93.653","291.7","2019-10-13","0.00","56","32",,"23.0","30.0"
"USW00014933","41.5338","-93.653","291.7","2019-10-14","0.00","63","31",,"16.1","35.1"
"USW00014933","41.5338","-93.653","291.7","2019-10-15","0.00","59","44",,"32.0","45.0"
"USW00014933","41.5338","-93.653","291.7","2019-10-16","0.00","49","37",,"19.9","27.1"
"USW00014933","41.5338","-93.653","291.7","2019-10-17","0.00","63","35",,"16.1","25.1"
"USW00014933","41.5338","-93.653","291.7","2019-10-18","0.00","72","46",,"35.1","46.1"
"USW00014933","41.5338","-93.653","291.7","2019-10-19","0.16","64","47",,"14.1","19.0"
"USW00014933","41.5338","-93.653","291.7","2019-10-20","0.64","66","42",,"23.9","33.1"
"USW00014933","41.5338","-93.653","291.7","2019-10-21","0.41","55","45",,"35.1","44.1"
"USW00014933","41.5338","-93.653","291.7","2019-10-22","0.00","53","38",,"35.1","47.0"
"USW00014933","41.5338","-93.653","291.7","2019-10-23","0.04","60","36",,"19.9","28.0"
"USW00014933","41.5338","-93.653","291.7","2019-10-24","0.00","49","36",,"15.0","21.9"
"USW00014933","41.5338","-93.653","291.7","2019-10-25","0.00","53","28",,"10.1","13.0"
"USW00014933","41.5338","-93.653","291.7","2019-10-26","0.00","53","31",,"13.0","16.1"
"USW00014933","41.5338","-93.653","291.7","2019-10-27","0.00","48","35",,"21.0","27.1"
"USW00014933","41.5338","-93.653","291.7","2019-10-28","0.07","43","30",,"17.0","25.1"
"USW00014933","41.5338","-93.653","291.7","2019-10-29","0.00","42","26",,"12.1","15.0"
"USW00014933","41.5338","-93.653","291.7","2019-10-30","0.04","34","28",,"19.9","28.0"
"USW00014933","41.5338","-93.653","291.7","2019-10-31","0.01","42","24",,"21.9","31.1"
"USW00014933","41.5338","-93.653","291.7","2019-11-01","0.08","42","26",,"16.1","21.9"
"USW00014933","41.5338","-93.653","291.7","2019-11-02","0.00","49","31",,"23.0","30.0"
"USW00014933","41.5338","-93.653","291.7","2019-11-03","0.00","52","34",,"13.0","16.1"
"USW00014933","41.5338","-93.653","291.7","2019-11-04","0.00","48","33",,"21.0","28.0"
"USW00014933","41.5338","-93.653","291.7","2019-11-05","0.00","41","26",,"13.0","18.1"
"USW00014933","41.5338","-93.653","291.7","2019-11-06","0.01","50","24",,"23.0","32.0"
"USW00014933","41.5338","-93.653","291.7","2019-11-07","0.00","30","15",,"19.9","27.1"
"USW00014933","41.5338","-93.653","291.7","2019-11-08","0.00","40","18",,"21.0","27.1"
"USW00014933","41.5338","-93.653","291.7","2019-11-09","0.00","58","30",,"14.1","21.9"
"USW00014933","41.5338","-93.653","291.7","2019-11-10","0.01","42","27",,"21.9","27.1"
"USW00014933","41.5338","-93.653","291.7","2019-11-11","0.17","27","6",,"25.1","40.0"
"USW00014933","41.5338","-93.653","291.7","2019-11-12","0.00","19","-1",,"23.0","33.1"
"USW00014933","41.5338","-93.653","291.7","2019-11-13","0.00","32","16",,"19.9","25.9"
"USW00014933","41.5338","-93.653","291.7","2019-11-14","0.00","32","22",,"16.1","23.0"
"USW00014933","41.5338","-93.653","291.7","2019-11-15","0.00","55","22",,"12.1","18.1"
"USW00014933","41.5338","-93.653","291.7","2019-11-16","0.00","52","32",,"23.0","29.1"
"USW00014933","41.5338","-93.653","291.7","2019-11-17","0.07","45","37",,"16.1","21.9"
"USW00014933","41.5338","-93.653","291.7","2019-11-18","0.10","49","29",,"17.0","21.9"
"USW00014933","41.5338","-93.653","291.7","2019-11-19","0.00","55","36",,"19.9","28.0"
"USW00014933","41.5338","-93.653","291.7","2019-11-20","0.31","61","40",,"23.0","33.1"
"USW00014933","41.5338","-93.653","291.7","2019-11-21","0.12","56","28",,"30.0","40.0"
"USW00014933","41.5338","-93.653","291.7","2019-11-22","0.00","33","21",,"16.1","19.9"
"USW00014933","41.5338","-93.653","291.7","2019-11-23","0.00","47","24",,"21.0","27.1"
"USW00014933","41.5338","-93.653","291.7","2019-11-24","0.00","56","31",,"16.1","21.9"
"USW00014933","41.5338","-93.653","291.7","2019-11-25","0.00","53","36",,"19.9","28.0"
"USW00014933","41.5338","-93.653","291.7","2019-11-26","0.35","39","32",,"21.9","29.1"
"USW00014933","41.5338","-93.653","291.7","2019-11-27","0.00","38","28",,"38.0","55.9"
"USW00014933","41.5338","-93.653","291.7","2019-11-28","0.01","33","28",,"12.1","19.9"
"USW00014933","41.5338","-93.653","291.7","2019-11-29","0.09","36","31",,"17.0","25.9"
"USW00014933","41.5338","-93.653","291.7","2019-11-30","0.21","47","35",,"30.0","38.0"
"USW00014933","41.5338","-93.653","291.7","2019-12-01","0.17","36","26",,"29.1","42.1"
"USW00014933","41.5338","-93.653","291.7","2019-12-02","0.00","34","18",,"19.9","25.9"
"USW00014933","41.5338","-93.653","291.7","2019-12-03","0.00","51","32",,"28.0","35.1"
"USW00014933","41.5338","-93.653","291.7","2019-12-04","0.00","52","31",,"17.0","21.0"
"USW00014933","41.5338","-93.653","291.7","2019-12-05","0.00","58","28",,"23.9","32.0"
"USW00014933","41.5338","-93.653","291.7","2019-12-06","0.00","33","22",,"23.9","33.1"
"USW00014933","41.5338","-93.653","291.7","2019-12-07","0.00","46","22",,"19.9","28.0"
"USW00014933","41.5338","-93.653","291.7","2019-12-08","0.00","47","36",,"19.9","27.1"
"USW00014933","41.5338","-93.653","291.7","2019-12-09","0.04","42","12",,"33.1","44.1"
"USW00014933","41.5338","-93.653","291.7","2019-12-10","0.00","21","10",,"19.9","27.1"
"USW00014933","41.5338","-93.653","291.7","2019-12-11","0.00","25","15",,"17.0","25.1"
"USW00014933","41.5338","-93.653","291.7","2019-12-12","0.00","47","21",,"25.1","33.1"
"USW00014933","41.5338","-93.653","291.7","2019-12-13","0.00","32","18",,"18.1","27.1"
"USW00014933","41.5338","-93.653","291.7","2019-12-14","0.00","28","12",,"23.0","30.0"
"USW00014933","41.5338","-93.653","291.7","2019-12-15","0.04","19","8",,"8.9","19.0"
"USW00014933","41.5338","-93.653","291.7","2019-12-16","0.00","26","16",,"12.1","15.0"
"USW00014933","41.5338","-93.653","291.7","2019-12-17","0.00","37","18",,"15.0","19.0"
"USW00014933","41.5338","-93.653","291.7","2019-12-18","0.00","32","10",,"16.1","25.1"
"USW00014933","41.5338","-93.653","291.7","2019-12-19","0.00","49","21",,"13.0","19.9"
"USW00014933","41.5338","-93.653","291.7","2019-12-20","0.00","47","28",,"19.9","23.9"
"USW00014933","41.5338","-93.653","291.7","2019-12-21","0.00","52","23",,"16.1","23.0"
"USW00014933","41.5338","-93.653","291.7","2019-12-22","0.00","55","30",,"17.0","23.0"
"USW00014933","41.5338","-93.653","291.7","2019-12-23","0.00","53","31",,"12.1","17.0"
"USW00014933","41.5338","-93.653","291.7","2019-12-24","0.00","54","35",,"13.0","17.0"
"USW00014933","41.5338","-93.653","291.7","2019-12-25","0.00","60","35",,"16.1","21.9"
"USW00014933","41.5338","-93.653","291.7","2019-12-26","0.00","38","31",,"18.1","23.9"
"USW00014933","41.5338","-93.653","291.7","2019-12-27","0.00","43","24",,"17.0","23.0"
"USW00014933","41.5338","-93.653","291.7","2019-12-28","0.84","51","35",,"16.1","21.9"
"USW00014933","41.5338","-93.653","291.7","2019-12-29","0.00","52","28",,"29.1","40.9"
"USW00014933","41.5338","-93.653","291.7","2019-12-30","0.00","28","24",,"29.1","38.0"
"USW00014933","41.5338","-93.653","291.7","2019-12-31","0.00","35","22",,"29.1","36.9"
"USC00130200","42.0208","-93.7741","335.0","2004-01-01","0.00","48","23",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-02","0.00","48","30",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-03","0.00","47","18",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-04","0.01","20","15",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-05","0.00","16","-3",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-06","0.00","16","-6",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-07","0.00","24","1",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-08","0.00","28","15",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-09","0.02","26","7",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-10","0.00","27","14",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-11","0.00","47","20",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-12","0.00","47","23",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-13","0.00","42","25",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-14","0.00","38","23",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-15","0.00","37","11",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-16","0.00","36","23",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-17","0.35","33","28",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-18","0.00","30","0",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-19","0.00","11","-1",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-20","0.00","19","11",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-21","0.00","42","17",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-22","0.00","37","-3",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-23","0.00","51","11",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-24","0.00","49","11",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-25","0.00","27","15",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-26","0.25","26","16",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-27","0.05","18","-7",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-28","0.00","2","-13",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-29","0.00","-2","-9",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-30","0.03","-4","-13",,,
"USC00130200","42.0208","-93.7741","335.0","2004-01-31","0.00","9","-13",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-01","0.24","18","8",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-02","0.37","22","17",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-03","0.00","17","-6",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-04","0.00","17","-5",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-05","0.11","23","15",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-06","0.17","23","17",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-07","0.00","17","3",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-08","0.00","22","-11",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-09","0.00","29","14",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-10","0.00","27","11",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-11","0.00","25","14",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-12","0.00","19","10",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-13","0.00","28","-2",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-14","0.00","27","10",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-15","0.00","16","-6",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-16","0.00","27","6",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-17","0.00","27","6",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-18","0.00","39","13",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-19","0.00","40","28",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-20","0.38","40","31",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-21","0.00","40","27",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-22","0.14","42","29",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-23","0.00","42","31",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-24","0.00","33","31",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-25","0.00","35","30",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-26","0.00","42","25",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-27","0.00","44","29",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-28","0.00","51","32",,,
"USC00130200","42.0208","-93.7741","335.0","2004-02-29","0.00","55","36",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-01","0.29","53","38",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-02","0.00","42","33",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-03","0.04","37","32",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-04","0.02","37","34",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-05","0.82","39","34",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-06","0.00","55","28",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-07","0.00","55","31",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-08","0.00","55","25",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-09","0.00","55","30",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-10","0.00","56","31",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-11","0.00","48","14",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-12","0.00","42","14",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-13","0.00","56","29",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-14","0.03","50","32",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-15","0.36","44","28",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-16","0.13","31","24",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-17","0.05","38","27",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-18","0.03","42","33",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-19","0.00","62","28",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-20","0.00","62","44",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-21","0.00","45","19",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-22","0.00","45","19",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-23","0.00","61","30",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-24","0.00","77","48",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-25","0.08","74","57",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-26","0.02","70","55",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-27","0.86","69","58",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-28","0.77","62","43",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-29","0.02","57","35",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-30","0.00","56","30",,,
"USC00130200","42.0208","-93.7741","335.0","2004-03-31","0.00","48","27",,,
"USC00130200","42.0208","-93.7741","335.0","2004-04-01","0.00","55","29",,,
"USC00130200","42.0208","-93.7741","335.0","2004-04-02","0.00","62","32","64.0",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-03","0.00","62","37","216.9",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-04","0.00","55","28","106.9",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-05","0.00","69","31","103.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-06","0.00","70","43","149.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-07","0.00","74","42","37.3",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-08","0.00","74","37","206.9",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-09","0.00","62","35","93.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-10","0.00","57","28","172.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-11","0.00","47","24","77.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-12","0.00","49","31","80.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-13","0.00","58","27","52.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-14","0.00","70","34","121.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-15","0.00","73","46","177.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-16","0.00","88","45","124.3",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-17","0.66","88","50","157.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-18","0.00","80","63","303.9",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-19","0.02","72","47","323.7",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-20","0.75","58","44","111.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-21","0.02","59","46","144.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-22","0.00","60","41","62.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-23","0.00","64","44","52.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-24","0.24","65","42","80.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-25","0.68","58","43","213.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-26","0.00","59","48","142.3",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-27","0.00","67","31","146.0",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-28","0.00","87","54","305.7",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-29","0.00","87","53","307.0",,
"USC00130200","42.0208","-93.7741","335.0","2004-04-30","0.03","64","43","170.3",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-01","0.00","58","40","111.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-02","0.01","56","34","121.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-03","0.00","62","30","13.0",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-04","0.00","71","46","200.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-05","0.00","80","40","133.0",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-06","0.00","81","60","144.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-07","0.00","75","53","193.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-08","0.13","85","52","167.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-09","0.39","83","61","190.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-10","0.00","80","62","142.9",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-11","0.00","83","59","157.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-12","0.06","82","59","243.0",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-13","0.65","62","42","198.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-14","0.15","55","37","180.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-15","0.00","61","39","65.9",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-16","0.00","74","45","110.0",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-17","0.00","74","60","228.0",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-18","0.48","74","67","119.3",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-19","0.00","70","55","119.9",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-20","0.00","81","65","93.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-21","0.00","86","65","139.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-22","0.98","86","62","188.3",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-23","2.93","77","56","113.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-24","0.00","65","47","139.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-25","1.30","66","51","175.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-26","0.00","67","47","75.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-27","0.00","77","58","159.7",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-28","0.00","77","54","59.0",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-29","0.21","78","61","208.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-30","0.84","79","62","215.0",,
"USC00130200","42.0208","-93.7741","335.0","2004-05-31","0.05","72","54","229.3",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-01","0.00","72","54","223.7",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-02","0.00","68","53","159.7",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-03","0.00","74","52","62.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-04","0.00","79","57","31.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-05","0.02","79","58","80.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-06","0.03","82","58","55.3",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-07","0.00","89","69","203.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-08","0.00","89","72","221.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-09","0.00","89","70","185.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-10","0.30","82","68",,,
"USC00130200","42.0208","-93.7741","335.0","2004-06-11","0.00","86","71",,,
"USC00130200","42.0208","-93.7741","335.0","2004-06-12","0.32","84","63","111.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-13","0.43","79","60",,,
"USC00130200","42.0208","-93.7741","335.0","2004-06-14","0.37","80","63",,,
"USC00130200","42.0208","-93.7741","335.0","2004-06-15","0.00","79","61","67.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-16","0.42","78","61","87.0",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-17","0.36","74","58","142.9",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-18","0.02","75","58","85.7",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-19","0.00","66","47","98.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-20","0.00","68","55","57.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-21","1.00","74","60","82.0",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-22","0.00","75","51","88.9",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-23","0.00","80","58","100.0",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-24","0.25","80","49","93.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-25","0.00","70","43","46.0",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-26","0.00","76","50","62.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-27","0.00","76","60","65.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-28","0.07","74","52","70.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-29","0.00","78","54","64.0",,
"USC00130200","42.0208","-93.7741","335.0","2004-06-30","0.00","79","54","42.9",,
"USC00130200","42.0208","-93.7741","335.0","2004-07-01","0.00","85","54","34.8",,
"USC00130200","42.0208","-93.7741","335.0","2004-07-02","0.15","85","68","77.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-07-03","0.39","76","66","72.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-07-04","0.00","83","64","52.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-07-05","0.00","83","64","59.0",,
"USC00130200","42.0208","-93.7741","335.0","2004-07-06","0.26","74","63","116.2",,
"USC00130200","42.0208","-93.7741","335.0","2004-07-07","0.00","69","56","131.1",,
"USC00130200","42.0208","-93.7741","335.0","2004-07-08","0.00","74","58","73.9",,
